Id_Fecha,anio,mes,dia
0,2022,7,20
1,2021,4,13
2,2021,4,12
3,2022,7,21
4,2019,5,21
5,2021,2,26
6,2021,3,9
7,2021,3,31
8,2021,4,6
9,2021,4,9
10,2021,4,14
11,2021,4,15
12,2021,4,16
13,2021,4,10
14,2021,4,11
15,2021,4,1
16,2021,4,8
17,2021,4,5
18,2021,3,20
19,2021,4,4
20,2021,3,28
21,2021,4,2
22,2020,4,15
23,2021,4,7
24,2021,7,19
25,2022,6,27
26,2022,7,7
27,2022,7,12
28,2022,7,19
29,2022,7,16
30,2022,7,11
31,2022,7,13
32,2022,7,22
33,2022,6,21
34,2022,7,18
35,2022,6,14
36,2022,7,15
37,2022,7,1
38,2022,7,8
39,2022,7,14
40,2022,6,7
41,2022,6,24
42,2022,7,17
43,2022,7,2
44,2022,6,25
45,2022,6,22
46,2022,7,6
47,2022,6,29
48,2021,4,17
49,2021,3,30
50,2021,3,25
51,2019,4,17
52,2021,3,24
53,2021,2,3
54,2021,3,21
55,2021,3,29
56,2020,4,17
57,2022,6,15
58,2022,7,9
59,2022,7,10
60,2022,6,19
61,2022,7,4
62,2022,6,26
63,2022,6,28
64,2022,7,3
65,2022,3,17
66,2022,5,23
67,2022,6,18
68,2022,6,23
69,2021,4,18
70,2021,3,11
71,2021,3,22
72,2021,4,3
73,2020,9,6
74,2021,4,19
75,2019,7,22
76,2022,5,17
77,2021,3,26
78,2021,7,8
79,2021,7,4
80,2021,7,14
81,2021,7,18
82,2022,7,23
83,2021,4,20
84,2021,11,11
85,2021,3,27
86,2021,3,23
87,2021,3,14
88,2021,7,7
89,2022,5,14
90,2022,6,9
91,2022,7,24
92,2021,7,9
93,2021,7,12
94,2021,7,15
95,2021,7,17
96,2022,6,30
97,2022,7,5
98,2021,4,21
99,2021,4,23
100,2021,4,22
101,2021,2,5
102,2021,3,17
103,2021,3,16
104,2021,2,10
105,2022,4,29
106,2022,6,16
107,2022,6,5
108,2022,6,2
109,2022,5,19
110,2021,4,24
111,2021,2,18
112,2021,3,19
113,2021,3,15
114,2021,7,16
115,2021,3,4
116,2021,4,25
117,2022,7,25
118,2021,2,27
119,2021,3,3
120,2021,4,26
121,2021,6,26
122,2021,6,30
123,2022,5,9
124,2020,4,21
125,2021,7,10
126,2021,4,27
127,2022,4,19
128,2022,7,26
129,2021,2,2
130,2021,3,12
131,2021,7,5
132,2021,4,29
133,2021,4,30
134,2022,7,27
135,2021,4,28
136,2021,7,23
137,2021,3,8
138,2020,5,2
139,2020,12,8
140,2021,3,1
141,2020,12,31
142,2021,5,1
143,2022,7,28
144,2022,6,3
145,2022,7,29
146,2022,5,3
147,2021,7,6
148,2021,7,13
149,2022,4,17
150,2021,5,2
151,2021,5,4
152,2021,7,11
153,2021,6,23
154,2022,5,16
155,2022,5,20
156,2021,5,3
157,2021,6,28
158,2022,6,1
159,2021,2,24
160,2021,2,23
161,2021,2,22
162,2021,5,5
163,2022,7,30
164,2022,6,6
165,2021,5,6
166,2021,5,7
167,2021,2,19
168,2020,5,8
169,2021,1,29
170,2022,6,4
171,2021,2,15
172,2022,7,31
173,2021,2,14
174,2022,5,26
175,2022,6,17
176,2021,5,8
177,2021,2,13
178,2021,2,12
179,2020,5,10
180,2021,7,22
181,2021,7,21
182,2021,7,20
183,2021,5,9
184,2022,8,1
185,2022,4,8
186,2022,6,12
187,2021,5,11
188,2021,5,12
189,2022,8,2
190,2020,8,2
191,2021,5,13
192,2022,8,5
193,2021,2,4
194,2021,5,14
195,2021,5,10
196,2020,5,16
197,2021,12,18
198,2022,8,3
199,2022,8,4
200,2021,1,1
201,2022,3,29
202,2021,5,15
203,2021,2,8
204,2021,1,25
205,2021,5,16
206,2021,3,13
207,2022,8,6
208,2021,5,17
209,2021,5,18
210,2020,12,13
211,2021,1,17
212,2021,1,15
213,2021,5,20
214,2022,4,13
215,2022,8,7
216,2021,1,12
217,2022,6,8
218,2022,3,2
219,2021,1,4
220,2021,5,19
221,2021,5,21
222,2021,1,8
223,2022,2,1
224,2022,8,8
225,2021,5,22
226,2021,8,9
227,2021,1,6
228,2020,12,29
229,2020,12,18
230,2022,8,9
231,2020,12,4
232,2021,5,23
233,2021,5,24
234,2022,8,10
235,2020,5,25
236,2021,5,25
237,2020,12,28
238,2020,5,26
239,2022,8,12
240,2022,8,11
241,2021,5,26
242,2020,8,14
243,2020,12,27
244,2020,12,26
245,2020,12,15
246,2022,5,21
247,2021,5,28
248,2021,5,27
249,2020,12,20
250,2022,1,26
251,2022,4,10
252,2021,5,29
253,2020,12,17
254,2020,12,16
255,2021,5,30
256,2021,5,31
257,2022,8,13
258,2021,1,30
259,2021,6,7
260,2020,12,12
261,2021,6,1
262,2021,6,27
263,2020,12,9
264,2022,8,14
265,2021,6,2
266,2021,6,4
267,2020,8,1
268,2021,6,3
269,2021,2,6
270,2020,6,4
271,2020,12,14
272,2021,3,10
273,2020,12,6
274,2021,1,10
275,2020,12,19
276,2022,8,15
277,2020,12,3
278,2021,1,13
279,2021,6,5
280,2022,8,16
281,2022,4,25
282,2021,6,6
283,2020,12,22
284,2021,1,14
285,2020,11,28
286,2020,10,3
287,2021,6,8
288,2020,6,6
289,2021,1,22
290,2021,6,9
291,2022,8,19
292,2022,8,18
293,2022,8,17
294,2021,6,11
295,2021,6,10
296,2022,8,20
297,2021,1,27
298,2020,6,11
299,2021,1,26
300,2020,6,8
301,2020,6,12
302,2021,1,23
303,2021,6,12
304,2020,11,14
305,2021,2,1
306,2021,6,13
307,2020,5,21
308,2022,8,21
309,2021,6,14
310,2022,4,26
311,2020,12,23
312,2021,6,15
313,2021,1,16
314,2021,6,16
315,2021,6,18
316,2021,6,17
317,2020,6,19
318,2020,6,15
319,2021,1,20
320,2020,10,31
321,2021,6,19
322,2021,6,20
323,2020,6,21
324,2021,6,21
325,2020,12,10
326,2021,6,22
327,2020,6,23
328,2021,6,25
329,2020,12,1
330,2021,6,24
331,2020,11,23
332,2021,2,17
333,2021,3,7
334,2021,2,20
335,2021,2,11
336,2021,3,6
337,2021,2,21
338,2021,3,5
339,2021,2,9
340,2021,3,18
341,2021,3,2
342,2021,2,16
343,2021,2,25
344,2021,2,28
345,2020,10,28
346,2020,11,8
347,2020,11,26
348,2020,10,17
349,2021,1,7
350,2021,2,7
351,2021,1,18
352,2021,1,19
353,2021,1,9
354,2021,1,31
355,2021,1,5
356,2020,12,11
357,2020,12,25
358,2021,1,11
359,2021,1,21
360,2020,12,30
361,2021,1,3
362,2020,12,21
363,2021,1,2
364,2021,1,24
365,2020,12,24
366,2021,1,28
367,2020,11,22
368,2020,11,1
369,2020,10,21
370,2020,10,18
371,2020,10,27
372,2020,10,26
373,2020,11,5
374,2020,11,7
375,2020,11,30
376,2020,12,7
377,2020,11,20
378,2020,11,21
379,2020,11,16
380,2020,11,9
381,2020,11,13
382,2020,10,23
383,2020,10,12
384,2020,10,22
385,2020,12,5
386,2020,11,2
387,2020,10,15
388,2020,10,16
389,2020,11,19
390,2020,11,17
391,2020,11,12
392,2020,11,18
393,2020,10,19
394,2020,11,4
395,2020,10,29
396,2020,11,10
397,2020,11,27
398,2020,10,24
399,2020,12,2
400,2020,10,20
401,2020,11,29
402,2020,10,25
403,2020,11,24
404,2020,11,6
405,2020,11,11
406,2020,10,30
407,2020,11,15
408,2020,11,3
409,2020,11,25
410,2020,10,13
411,2020,10,11
412,2020,10,14
413,2020,10,9
414,2020,6,29
415,2021,6,29
416,2020,10,8
417,2020,10,6
418,2021,7,1
419,2021,7,2
420,2020,9,30
421,2021,7,3
422,2020,9,23
423,2020,9,7
424,2020,7,19
425,2021,10,27
426,2021,10,28
427,2021,10,26
428,2021,10,29
429,2021,7,24
430,2021,10,23
431,2021,7,25
432,2020,7,22
433,2021,10,22
434,2021,7,26
435,2020,7,25
436,2020,7,26
437,2021,10,25
438,2021,7,27
439,2021,7,28
440,2021,7,29
441,2021,7,31
442,2021,7,30
443,2020,7,30
444,2021,10,24
445,2021,10,19
446,2021,8,1
447,2021,8,2
448,2021,8,3
449,2021,8,6
450,2021,8,21
451,2021,8,4
452,2021,8,5
453,2020,8,5
454,2021,8,7
455,2021,8,8
456,2021,10,8
457,2021,8,10
458,2021,10,20
459,2021,10,3
460,2021,8,11
461,2021,8,13
462,2021,8,12
463,2020,8,15
464,2021,8,14
465,2020,8,9
466,2021,8,15
467,2021,8,16
468,2021,8,17
469,2021,8,20
470,2021,8,18
471,2021,8,19
472,2021,8,22
473,2021,8,23
474,2021,8,24
475,2021,10,30
476,2021,8,25
477,2021,8,26
478,2021,8,27
479,2020,8,24
480,2021,8,28
481,2021,10,18
482,2021,9,29
483,2021,10,2
484,2021,8,29
485,2021,8,30
486,2021,10,7
487,2021,10,21
488,2021,8,31
489,2021,9,1
490,2021,9,2
491,2021,9,3
492,2020,9,2
493,2021,9,4
494,2021,9,27
495,2021,9,5
496,2021,9,6
497,2021,10,31
498,2021,9,7
499,2021,9,10
500,2021,9,8
501,2021,9,9
502,2021,9,11
503,2021,9,12
504,2021,9,25
505,2021,9,13
506,2020,8,27
507,2020,10,4
508,2020,9,14
509,2020,8,28
510,2020,8,22
511,2020,9,24
512,2020,8,25
513,2020,9,3
514,2020,8,31
515,2020,9,15
516,2020,10,1
517,2020,8,29
518,2020,10,7
519,2020,9,9
520,2020,10,2
521,2020,9,18
522,2020,9,12
523,2020,9,22
524,2020,8,30
525,2020,9,29
526,2020,9,28
527,2020,8,21
528,2020,9,11
529,2020,8,23
530,2020,9,26
531,2020,9,16
532,2020,9,27
533,2020,10,5
534,2020,9,4
535,2020,9,19
536,2020,9,21
537,2020,9,25
538,2020,10,10
539,2020,9,1
540,2020,9,8
541,2020,9,5
542,2020,9,10
543,2020,9,20
544,2020,9,17
545,2020,8,26
546,2020,9,13
547,2020,8,13
548,2020,7,6
549,2020,8,19
550,2020,7,7
551,2020,8,18
552,2020,7,18
553,2020,6,30
554,2020,8,4
555,2020,8,3
556,2020,7,29
557,2020,7,3
558,2020,7,20
559,2020,7,10
560,2020,8,11
561,2020,7,8
562,2020,8,16
563,2020,8,17
564,2020,7,23
565,2020,8,12
566,2020,7,9
567,2020,8,8
568,2020,7,17
569,2020,8,7
570,2020,7,1
571,2020,7,24
572,2020,7,2
573,2020,8,6
574,2020,7,27
575,2020,7,15
576,2020,7,4
577,2020,7,5
578,2020,7,13
579,2020,8,20
580,2020,7,12
581,2020,7,11
582,2020,7,31
583,2020,7,16
584,2020,7,21
585,2020,7,28
586,2020,7,14
587,2020,8,10
588,2020,6,26
589,2020,4,26
590,2020,5,15
591,2020,4,12
592,2020,6,7
593,2020,4,19
594,2020,5,19
595,2020,5,9
596,2020,5,3
597,2020,6,18
598,2020,4,28
599,2020,6,24
600,2020,4,13
601,2020,6,25
602,2020,4,20
603,2020,5,22
604,2020,5,1
605,2020,6,14
606,2020,5,14
607,2020,6,13
608,2020,4,14
609,2020,4,11
610,2020,6,20
611,2020,5,23
612,2020,5,30
613,2020,5,24
614,2020,5,29
615,2020,5,11
616,2020,4,30
617,2020,6,2
618,2020,5,27
619,2020,6,9
620,2020,4,10
621,2020,6,1
622,2020,4,24
623,2020,6,5
624,2020,5,31
625,2020,6,27
626,2020,6,10
627,2020,5,18
628,2020,5,5
629,2020,6,28
630,2020,5,4
631,2020,6,3
632,2020,4,27
633,2020,6,22
634,2020,5,17
635,2020,5,28
636,2020,5,20
637,2020,6,17
638,2020,5,13
639,2020,4,16
640,2020,4,22
641,2020,5,12
642,2020,6,16
643,2020,5,6
644,2020,5,7
645,2020,4,23
646,2020,4,25
647,2020,4,18
648,2020,4,29
649,2020,4,7
650,2020,4,4
651,2020,4,3
652,2020,4,9
653,2020,3,31
654,2020,4,2
655,2020,4,6
656,2020,4,8
657,2020,4,1
658,2020,4,5
659,2021,9,14
660,2021,9,15
661,2021,9,16
662,2020,3,22
663,2021,9,17
664,2021,9,18
665,2021,9,30
666,2021,9,19
667,2021,9,24
668,2021,9,20
669,2021,9,21
670,2021,9,23
671,2021,9,22
672,2021,9,26
673,2020,3,4
674,2021,9,28
675,2021,10,1
676,2021,10,4
677,2021,10,5
678,2020,2,21
679,2021,10,6
680,2020,2,17
681,2020,2,15
682,2021,10,9
683,2021,10,10
684,2021,10,11
685,2021,10,12
686,2021,10,13
687,2021,10,14
688,2021,10,17
689,2021,10,16
690,2021,10,15
691,2020,1,26
692,2022,2,3
693,2022,2,2
694,2022,2,4
695,2022,1,27
696,2022,1,29
697,2022,1,30
698,2021,11,1
699,2022,2,7
700,2022,2,6
701,2022,1,23
702,2022,1,28
703,2020,3,29
704,2021,11,2
705,2020,1,20
706,2021,11,5
707,2021,11,4
708,2019,1,7
709,2021,11,3
710,2021,11,6
711,2022,1,31
712,2022,1,21
713,2022,1,25
714,2019,12,26
715,2021,11,7
716,2021,11,8
717,2022,1,20
718,2021,11,10
719,2019,12,24
720,2022,1,13
721,2021,11,9
722,2021,11,12
723,2021,11,13
724,2022,1,17
725,2021,11,14
726,2021,11,15
727,2022,1,24
728,2021,11,16
729,2019,12,15
730,2021,11,18
731,2021,11,19
732,2021,11,17
733,2020,2,23
734,2020,3,19
735,2020,3,27
736,2020,2,24
737,2020,3,25
738,2020,3,30
739,2020,3,1
740,2020,2,19
741,2020,3,11
742,2020,3,10
743,2020,3,7
744,2020,3,3
745,2020,2,28
746,2020,2,26
747,2020,3,17
748,2020,3,23
749,2020,3,21
750,2020,3,2
751,2020,3,18
752,2020,2,25
753,2020,3,15
754,2020,2,20
755,2020,3,5
756,2020,3,14
757,2020,3,26
758,2020,3,13
759,2020,3,6
760,2020,3,20
761,2020,3,9
762,2020,3,8
763,2020,2,27
764,2020,3,12
765,2020,3,24
766,2020,3,16
767,2020,2,29
768,2020,2,22
769,2020,3,28
770,2020,2,10
771,2020,2,14
772,2020,1,29
773,2020,2,3
774,2020,2,7
775,2020,1,22
776,2020,2,2
777,2020,1,31
778,2020,2,11
779,2020,2,5
780,2020,2,18
781,2020,1,19
782,2020,1,27
783,2020,1,17
784,2020,2,6
785,2020,1,18
786,2020,1,24
787,2020,2,12
788,2020,1,21
789,2020,2,1
790,2020,2,13
791,2020,1,30
792,2020,2,9
793,2020,1,25
794,2020,2,4
795,2020,2,8
796,2020,1,28
797,2020,2,16
798,2020,1,23
799,2020,1,16
800,2020,1,15
801,2020,1,11
802,2020,1,14
803,2020,1,2
804,2020,1,1
805,2019,12,22
806,2019,12,19
807,2019,12,31
808,2020,1,10
809,2019,12,23
810,2020,1,3
811,2019,12,17
812,2020,1,12
813,2019,12,28
814,2019,12,18
815,2019,12,14
816,2020,1,4
817,2019,12,30
818,2019,12,16
819,2019,12,21
820,2019,12,29
821,2020,1,13
822,2020,1,8
823,2020,1,7
824,2019,12,27
825,2020,1,5
826,2019,12,20
827,2020,1,6
828,2020,1,9
829,2019,12,25
830,2019,12,13
831,2019,12,12
832,2019,12,11
833,2021,11,20
834,2021,11,21
835,2022,2,5
836,2021,11,22
837,2021,11,23
838,2019,12,8
839,2021,11,24
840,2021,11,26
841,2021,11,25
842,2019,12,5
843,2021,11,27
844,2021,11,28
845,2022,1,7
846,2021,11,29
847,2019,12,1
848,2021,11,30
849,2021,12,2
850,2021,12,3
851,2021,12,1
852,2022,1,18
853,2022,1,15
854,2019,11,27
855,2022,1,6
856,2022,1,4
857,2022,1,22
858,2021,12,4
859,2021,12,5
860,2021,12,6
861,2021,12,7
862,2021,12,8
863,2021,12,10
864,2021,12,9
865,2021,12,11
866,2021,12,14
867,2021,12,12
868,2021,12,13
869,2019,11,16
870,2021,12,15
871,2021,12,17
872,2021,12,16
873,2019,11,13
874,2021,12,19
875,2021,12,20
876,2021,12,21
877,2021,12,22
878,2021,12,23
879,2021,12,24
880,2021,12,25
881,2019,11,3
882,2021,12,26
883,2021,12,27
884,2021,12,28
885,2021,12,29
886,2022,1,8
887,2021,12,30
888,2021,12,31
889,2022,1,1
890,2022,1,2
891,2022,1,3
892,2022,1,5
893,2022,1,10
894,2022,1,9
895,2022,1,12
896,2022,1,11
897,2022,1,19
898,2022,1,14
899,2022,1,16
900,2019,10,12
901,2022,2,8
902,2022,2,10
903,2022,2,9
904,2022,2,11
905,2022,2,12
906,2022,5,22
907,2022,2,13
908,2022,2,14
909,2022,2,15
910,2022,2,17
911,2022,2,16
912,2022,2,18
913,2022,2,19
914,2022,2,20
915,2022,2,21
916,2022,2,22
917,2022,5,15
918,2022,2,23
919,2019,11,25
920,2019,12,10
921,2019,11,22
922,2019,12,2
923,2019,11,15
924,2019,11,20
925,2019,11,18
926,2019,12,7
927,2019,11,26
928,2019,12,6
929,2019,11,17
930,2019,12,9
931,2019,11,23
932,2019,11,28
933,2019,11,30
934,2019,11,21
935,2019,12,4
936,2019,11,14
937,2019,12,3
938,2019,11,29
939,2019,11,24
940,2019,11,19
941,2019,10,31
942,2019,11,8
943,2019,10,20
944,2019,10,19
945,2019,10,29
946,2019,11,12
947,2019,11,11
948,2019,10,25
949,2019,10,16
950,2019,11,2
951,2019,10,18
952,2019,10,26
953,2019,10,23
954,2019,10,21
955,2019,10,30
956,2019,11,7
957,2019,11,10
958,2019,11,9
959,2019,10,17
960,2019,10,28
961,2019,11,6
962,2019,11,5
963,2019,10,27
964,2019,11,4
965,2019,11,1
966,2019,10,22
967,2019,10,24
968,2019,9,24
969,2019,10,11
970,2019,10,1
971,2019,10,8
972,2019,9,21
973,2019,9,30
974,2019,10,15
975,2019,9,18
976,2019,10,5
977,2019,10,2
978,2019,9,19
979,2019,9,28
980,2019,9,25
981,2019,9,23
982,2019,10,10
983,2019,9,22
984,2019,10,14
985,2019,10,13
986,2019,9,27
987,2019,10,3
988,2019,9,20
989,2019,9,29
990,2019,10,4
991,2019,10,9
992,2019,9,26
993,2019,10,7
994,2019,10,6
995,2019,9,15
996,2019,9,17
997,2019,9,16
998,2022,2,25
999,2022,5,2
1000,2022,2,24
1001,2022,2,27
1002,2022,5,13
1003,2022,4,22
1004,2022,2,26
1005,2022,5,18
1006,2022,4,23
1007,2022,5,1
1008,2022,4,12
1009,2022,5,10
1010,2022,2,28
1011,2022,3,1
1012,2022,3,3
1013,2022,5,7
1014,2022,3,4
1015,2022,3,5
1016,2022,5,12
1017,2022,3,6
1018,2019,9,5
1019,2022,3,7
1020,2022,5,25
1021,2022,3,8
1022,2019,9,3
1023,2022,3,9
1024,2022,3,11
1025,2022,3,10
1026,2019,9,1
1027,2022,3,12
1028,2019,8,30
1029,2022,3,13
1030,2022,3,14
1031,2022,3,15
1032,2022,3,16
1033,2022,3,18
1034,2022,3,19
1035,2022,3,20
1036,2022,3,21
1037,2022,3,22
1038,2022,3,25
1039,2022,3,24
1040,2022,3,23
1041,2022,3,26
1042,2022,3,27
1043,2022,5,8
1044,2022,3,28
1045,2022,5,4
1046,2019,8,11
1047,2022,5,6
1048,2022,4,21
1049,2022,4,1
1050,2022,3,30
1051,2022,3,31
1052,2019,8,9
1053,2022,4,2
1054,2022,4,3
1055,2022,4,4
1056,2022,4,5
1057,2022,4,7
1058,2022,4,27
1059,2022,4,6
1060,2022,5,5
1061,2022,4,9
1062,2022,4,11
1063,2022,4,15
1064,2022,4,14
1065,2022,4,16
1066,2022,4,18
1067,2022,5,24
1068,2022,4,20
1069,2022,4,24
1070,2022,4,28
1071,2019,7,12
1072,2022,4,30
1073,2019,7,9
1074,2022,5,11
1075,2019,8,20
1076,2019,9,11
1077,2019,8,31
1078,2019,9,13
1079,2019,8,21
1080,2019,8,17
1081,2019,9,2
1082,2019,8,28
1083,2019,8,25
1084,2019,8,23
1085,2019,9,12
1086,2019,9,10
1087,2019,8,19
1088,2019,8,22
1089,2019,9,4
1090,2019,8,27
1091,2019,9,8
1092,2019,8,18
1093,2019,8,29
1094,2019,9,7
1095,2019,9,6
1096,2019,9,14
1097,2019,8,24
1098,2019,8,26
1099,2019,9,9
1100,2019,7,26
1101,2019,8,7
1102,2019,8,2
1103,2019,8,16
1104,2019,7,31
1105,2019,7,24
1106,2019,8,13
1107,2019,8,15
1108,2019,7,29
1109,2019,7,21
1110,2019,8,4
1111,2019,7,27
1112,2019,8,14
1113,2019,7,30
1114,2019,8,12
1115,2019,8,1
1116,2019,7,25
1117,2019,8,6
1118,2019,8,10
1119,2019,8,5
1120,2019,7,20
1121,2019,8,3
1122,2019,7,28
1123,2019,7,23
1124,2019,8,8
1125,2019,6,28
1126,2019,7,10
1127,2019,7,15
1128,2019,6,25
1129,2019,7,11
1130,2019,6,27
1131,2019,7,17
1132,2019,7,6
1133,2019,7,19
1134,2019,7,2
1135,2019,7,8
1136,2019,6,26
1137,2019,7,3
1138,2019,6,30
1139,2019,7,7
1140,2019,7,18
1141,2019,7,16
1142,2019,7,5
1143,2019,7,14
1144,2019,7,13
1145,2019,7,1
1146,2019,7,4
1147,2019,6,29
1148,2019,6,24
1149,2019,6,23
1150,2019,6,22
1151,2019,6,21
1152,2022,5,27
1153,2022,5,28
1154,2022,5,29
1155,2022,5,30
1156,2022,5,31
1157,2019,6,9
1158,2022,6,10
1159,2022,6,11
1160,2022,6,13
1161,2019,5,31
1162,2022,6,20
1163,2019,5,24
1164,2019,5,12
1165,2019,5,9
1166,2019,5,30
1167,2019,6,18
1168,2019,6,8
1169,2019,6,20
1170,2019,6,5
1171,2019,5,28
1172,2019,6,13
1173,2019,6,12
1174,2019,6,10
1175,2019,5,29
1176,2019,6,6
1177,2019,6,3
1178,2019,6,1
1179,2019,6,17
1180,2019,6,19
1181,2019,6,15
1182,2019,6,7
1183,2019,6,14
1184,2019,6,11
1185,2019,6,2
1186,2019,6,4
1187,2019,6,16
1188,2019,5,27
1189,2019,5,19
1190,2019,5,3
1191,2019,5,16
1192,2019,5,5
1193,2019,5,23
1194,2019,5,14
1195,2019,5,26
1196,2019,5,25
1197,2019,5,2
1198,2019,5,18
1199,2019,5,15
1200,2019,5,22
1201,2019,5,6
1202,2019,5,4
1203,2019,5,7
1204,2019,5,10
1205,2019,5,13
1206,2019,5,20
1207,2019,5,11
1208,2019,5,17
1209,2019,5,8
1210,2019,4,9
1211,2019,5,1
1212,2019,4,12
1213,2019,4,26
1214,2019,4,6
1215,2019,4,28
1216,2019,4,16
1217,2019,4,30
1218,2019,4,3
1219,2019,4,22
1220,2019,4,21
1221,2019,4,18
1222,2019,4,5
1223,2019,4,13
1224,2019,4,10
1225,2019,4,8
1226,2019,4,7
1227,2019,4,29
1228,2019,4,4
1229,2019,4,27
1230,2019,4,15
1231,2019,4,20
1232,2019,4,25
1233,2019,4,24
1234,2019,4,14
1235,2019,4,23
1236,2019,4,11
1237,2019,4,19
1238,2019,4,2
1239,2019,4,1
1240,2019,3,31
1241,2019,3,28
1242,2019,3,25
1243,2019,3,2
1244,2019,2,26
1245,2019,2,12
1246,2019,2,8
1247,2019,2,1
1248,2019,1,22
1249,2019,1,19
1250,2019,1,15
1251,2019,3,6
1252,2019,3,27
1253,2019,3,16
1254,2019,3,30
1255,2019,3,29
1256,2019,3,3
1257,2019,3,21
1258,2019,3,18
1259,2019,3,5
1260,2019,3,10
1261,2019,3,17
1262,2019,3,26
1263,2019,3,7
1264,2019,3,14
1265,2019,3,13
1266,2019,3,15
1267,2019,3,8
1268,2019,3,20
1269,2019,3,24
1270,2019,3,12
1271,2019,3,23
1272,2019,3,4
1273,2019,3,11
1274,2019,3,19
1275,2019,3,22
1276,2019,3,9
1277,2019,2,9
1278,2019,2,10
1279,2019,2,6
1280,2019,2,27
1281,2019,2,15
1282,2019,3,1
1283,2019,2,3
1284,2019,2,22
1285,2019,2,21
1286,2019,2,18
1287,2019,2,5
1288,2019,2,13
1289,2019,2,16
1290,2019,2,7
1291,2019,2,28
1292,2019,2,4
1293,2019,2,25
1294,2019,2,24
1295,2019,2,23
1296,2019,2,17
1297,2019,2,11
1298,2019,2,19
1299,2019,2,14
1300,2019,2,20
1301,2019,1,12
1302,2019,1,23
1303,2019,1,30
1304,2019,1,28
1305,2019,1,9
1306,2019,1,16
1307,2019,2,2
1308,2019,1,6
1309,2019,1,25
1310,2019,1,24
1311,2019,1,21
1312,2019,1,13
1313,2019,1,11
1314,2019,1,20
1315,2019,1,29
1316,2019,1,10
1317,2019,1,31
1318,2019,1,8
1319,2019,1,27
1320,2019,1,5
1321,2019,1,18
1322,2019,1,17
1323,2019,1,26
1324,2019,1,14
1325,2019,1,3
1326,2019,1,2
1327,2019,1,4
1328,2019,1,1
